country,outcome,parameter_variance,stochastic_variance,total_variance,parameter_variance_share
Australia,annualized_infections_per_100k,139.43716396550897,40825.29180851729,40964.7289724828,0.003403834651491847
Australia,annualized_reported_cases_per_100k,0.03746796406255883,6.174109765789543,6.211577729852102,0.006031956081382072
Australia,annualized_infant_cases_per_100k,130.1975768528066,29358.73704772862,29488.934624581427,0.004415133286784675
Australia,annualized_infant_infections_per_100k,824.9407308328438,136914.75056565783,137739.69129649067,0.00598912864598428
Australia,annualized_child_1_9_cases_per_100k,26.399790847122716,5400.078310587939,5426.478101435062,0.0048649953715175125
Australia,annualized_adolescent_cases_per_100k,12.496738701814623,2354.0355542618763,2366.532292963691,0.005280611948111015
Australia,annualized_child_adolescent_cases_per_100k,19.722458881614845,4494.013898469759,4513.736357351374,0.004369430848457404
Australia,annualized_child_adolescent_infections_per_100k,443.78559759575353,99355.77216809469,99799.55776569044,0.004446769179455425
Australia,annualized_child_adolescent_reported_cases_per_100k,0.4292515030166792,92.01727937797835,92.44653088099503,0.004643240789308232
Australia,total_infections,11925101006.430042,2366865078615.2617,2378790179621.692,0.005013094937329251
Australia,total_reported_cases,2193970.8768911376,374464765.3928862,376658736.26977736,0.005824824079799736
Australia,total_infant_cases,1058566.1116580185,181031967.2739165,182090533.38557452,0.005813405518542348
Australia,total_infant_infections,4088505.827157249,828217667.4233003,832306173.2504575,0.004912261807683284
Australia,total_child_1_9_cases,16617364.844425043,3048632106.841537,3065249471.685962,0.005421211225357487
Australia,total_adolescent_cases,5912377.7488553235,1103471889.2457676,1109384266.994623,0.005329422748054872
Australia,total_child_adolescent_cases,42618841.327483065,10545692940.77497,10588311782.102451,0.004025083715377762
Australia,total_child_adolescent_infections,889512102.2808233,228329077447.40146,229218589549.68228,0.0038806281114823144
Australia,total_child_adolescent_reported_cases,1268251.6156576362,209167507.5060276,210435759.12168524,0.006026787561919384
Australia,resistant_infections,11129391207.92775,2306419120880.8164,2317548512088.744,0.004802225778608245
China,annualized_infections_per_100k,28.718460902940034,1211.510506376871,1240.228967279811,0.0231557733778208
China,annualized_reported_cases_per_100k,0.018462583922302836,0.9854066626855359,1.0038692466078387,0.018391422971357582
China,annualized_infant_cases_per_100k,8.885422346365923,395.16751550012543,404.0529378464914,0.021990738128828284
China,annualized_infant_infections_per_100k,28.43282863184919,1606.4766984043372,1634.9095270361863,0.0173910715924404
China,annualized_child_1_9_cases_per_100k,1.7643516610169399,74.82800416837566,76.5923558293926,0.023035610302247204
China,annualized_adolescent_cases_per_100k,2.552289454089442,122.34307157719333,124.89536103128277,0.020435422364888038
China,annualized_child_adolescent_cases_per_100k,2.242910402031624,110.53981157176364,112.78272197379526,0.01988700363653892
China,annualized_child_adolescent_infections_per_100k,47.657427928780066,2512.3251520846766,2559.9825800134568,0.01861630946275015
China,annualized_child_adolescent_reported_cases_per_100k,0.3706535722233257,14.129814041934246,14.500467614157571,0.025561490986775973
China,total_infections,2805076119547.256,143768473419596.34,146573549539143.6,0.01913766930231937
China,total_reported_cases,2672463754.678005,120169022164.91629,122841485919.5943,0.021755384466997266
